danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,groups
0.687,0.768,7,-5.579,0,0.14,0.232,0.0,0.118,0.865,81.977,214720,4,1FgmP7AOTcn7MGYmImj0kn,34
0.922,0.583,5,-4.982,1,0.0753,0.0098,0.0,0.0962,0.494,136.043,261615,4,7bsnTsbiwOymZWjPF9v6Di,24
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4,2Za1AlJNvksouPPWbXpR2X,15
0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,4,0CokSRCu5hZgPxcZBaEzVE,44
0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,4,5CLGzJsGqhCEECcpnFQA8x,43
0.42,0.947,5,-4.269,1,0.119,0.262,6.52e-05,0.416,0.51,92.027,102107,4,4rpfA2rFOC7FMGxFNktB0i,45
0.577,0.936,11,-2.924,0,0.078,0.043,1.74e-05,0.413,0.899,168.879,170453,4,5dLmO6JwrfcjFRPTD2RIZ1,19
0.383,0.974,11,-0.19,1,0.0985,0.142,0.00387,0.168,0.682,185.07,200747,4,6aPyTOZZheIVT5q1TVlRYD,22
0.677,0.852,5,-10.856,1,0.0449,0.225,4.04e-05,0.0595,0.93,91.689,390862,4,3tyTt5pEWblt96j1HsXiV5,46
0.41,0.821,5,-5.388,1,0.389,0.0402,0.0,0.327,0.291,115.205,264078,5,4Epwg1ZNyD4LoXVeCBSYFY,72
0.485,0.934,11,-6.231,0,0.351,0.0359,0.0,0.495,0.597,93.026,439166,4,7EbQPCtXphE1n838jNP9a6,27
0.76,0.676,7,-7.617,0,0.0364,0.0408,0.00029,0.392,0.847,128.01,310960,4,6k6vqdoYaNsvmjQCjmzZib,79
0.75,0.825,9,-5.318,1,0.0931,0.00318,0.0,0.295,0.66,145.008,246406,4,5b59RfPJUVfpO565rhnrkx,83
0.725,0.77,1,-8.715,1,0.152,0.0656,4.26e-05,0.927,0.788,87.479,274662,4,1ij6LeHiwLZjjJkBK5wM0l,47
0.346,0.61,0,-5.818,1,0.15,0.198,0.0,0.117,0.235,68.552,207573,4,5JlqbEj7Bbh2RdZgcO5kJE,81
0.288,0.812,10,-4.908,1,0.156,0.0719,3.45e-06,0.329,0.349,90.006,234180,4,1IfjejSr240E0xY73PseUM,13
0.697,0.769,0,-3.712,1,0.0626,0.00747,0.0,0.0733,0.822,100.029,213069,4,18ObUnCss0nHokqSIMiW4L,62
0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,204733,4,5dTHtzHFPyi8TlTtzoz1J9,39
0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920,4,7j31rVgGX9Q2blT92VBEA0,51
0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,5wQnmLuC1W7ATsArWACrgW,79
0.673,0.927,0,-6.455,0,0.0468,0.00616,0.0122,0.0918,0.84,102.504,179894,4,4vYbjfD6l8LNYlcdYnHBDm,28
0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,0.606,90.013,203413,4,75SixhsPWyRRmtqHeffiXr,80
0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507,4,18GC3F8YPGB8CePXcTUizQ,80
0.383,0.861,4,-2.816,0,0.0777,0.0038,0.0,0.11,0.48,176.084,228360,4,0yhPEz5KxlDwckGJaMlZqM,32
0.488,0.935,2,-3.08,1,0.116,0.0818,0.0,0.256,0.448,164.971,206507,4,4urmOSZcGQVcGz3rpMzy3y,81
0.62,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.448,180267,4,4QIAVbGpeb5RdAGW66kY2h,28
0.624,0.953,4,-2.602,0,0.104,0.113,0.000128,0.657,0.729,149.992,211573,4,34Jeq8ktRzyOW1uw40InVy,43
0.494,0.841,7,-4.784,1,0.0838,0.00579,0.0,0.122,0.567,162.013,229093,4,4zjFqN9fXAw91GNgJOCYX6,32
0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,369600,4,3AhXZa8sUQht0UEdBJgpGc,46
0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4,6HSXNV0b4M4cLJ7ljgVVeh,42
0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,192053,3,52vA3CYKZqZVdQnzRrdZt6,37
0.509,0.827,0,-7.715,1,0.0782,0.0409,0.0,0.12,0.743,135.601,512733,4,1lqMLr9Wj7SM2F9AikGcxN,27
0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4,18GiV1BaXzPVYpp9rmOg0E,69
0.432,0.605,4,-6.941,1,0.0306,0.673,0.0,0.129,0.647,109.227,681400,4,4n1ZGm3TxYmoYe1YR8cMus,27
0.56,0.887,7,-6.314,1,0.0594,0.00388,0.0,0.341,0.198,130.026,224947,4,3aAoy02NwrmZcqXYYjqNh2,6
0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871,163227,4,3KLkRy9l3us98SIp6mmxkk,51
0.528,0.704,7,-5.252,1,0.0251,0.000663,6.68e-06,0.0266,0.461,97.889,290267,4,4MW9YLsGZ0FoxrxmfAsrYc,16
0.481,0.982,9,-3.73,0,0.0731,1.85e-05,0.0,0.0926,0.507,132.576,154293,4,6gcTVs1P3Rkl4XYF2MF74j,42
0.388,0.982,2,-3.212,1,0.0744,0.000707,0.0,0.34,0.717,190.091,147493,4,3LZEfNShP0RjbHyd9vXQ2m,42
0.537,0.965,0,-3.302,1,0.0455,6.34e-05,0.0,0.0387,0.674,100.042,202213,4,2Yj1mVu6ONbiz4zaxDq4PH,1
0.252,0.962,0,-5.55,1,0.119,9.81e-05,0.000131,0.362,0.56,153.923,104437,4,3Q92rNGIlcsmivscyWaepm,45
0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,371413,4,7Jh1bpe76CNTCgdgAdBw4Z,46
0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987,4,27L8sESb3KR79asDUBu8nW,30
0.63,0.936,4,-4.576,1,0.084,0.00128,0.0,0.0823,0.733,117.962,184322,4,1AHGrKFv3nSCH9K7yg8gOz,77
0.544,0.878,11,-4.016,1,0.0367,0.000835,0.0,0.182,0.642,139.979,206200,4,6GABzUMYfHeZQV4h4EuUX2,23
0.582,0.829,2,-5.688,1,0.0465,0.000517,0.0,0.266,0.867,130.969,197800,4,0KqyBk4aVT88TEqBIC8mAP,30
0.536,0.923,2,-3.494,1,0.125,0.0122,0.0,0.142,0.77,160.03,209040,4,1bhjMY5O0ZjB41OHcdRH0a,9
0.607,0.878,4,-4.422,1,0.0665,0.000246,0.0,0.337,0.853,119.955,193000,4,4UuHWIkAWnN176A2rx7YFB,2
0.463,0.642,9,-4.795,1,0.024,0.0208,0.0,0.21,0.444,95.117,211613,4,1iTE3Vw1ohY1IrenTIPNJP,43
0.509,0.539,11,-6.042,1,0.0559,0.457,0.0,0.144,0.671,113.05,186480,4,39bXPn5Wzq5lrboib81gty,3
0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,189333,4,3mNecsYFb6LQg7822DPXCP,20
0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,219467,4,4GiVcDqNQI0fc0yYuRGH9m,70
0.59,0.671,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982,169801,4,104buTcnP2AsxqB7U1FIZ4,19
0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,216281,4,3FQCJI2t5LTbsRPfYVBSVB,56
0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253,4,7oVEtyuv9NBmnytsCIsY5I,33
0.508,0.88,5,-6.441,0,0.0448,0.0621,9.43e-05,0.15,0.337,140.065,224467,1,4zNk347FJz4yDDcjUhJJMI,78
0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,205400,4,1r1fPuhj9H4VdXr7OK6FL5,23
0.527,0.209,7,-12.113,1,0.0283,0.72,0.0,0.116,0.362,62.663,181893,4,0pQZMrYNcfwZbt2Zt0pjaA,60
0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,296560,4,69ZEgPX0hxWXJIqkTlYz41,54
0.543,0.923,9,-3.992,1,0.0768,0.194,0.00446,0.43,0.366,134.997,279453,4,7N2zw7Yp5XLbDV1twQrFe7,68
0.509,0.629,0,-6.434,1,0.0335,0.209,1.99e-06,0.369,0.237,80.012,209307,4,0sp00HSXkQyqTa6QqM0O8V,9
0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,196907,4,3dxiWIBVJRlqh9xk144rf4,30
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,60a0Rd6pjrkxjPbaKzXjfq,56
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4,2nLtzopw4rPReszdYBJU6h,3
0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613,4,18lR4BzEs7e3qzc0KVkTpU,23
0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,255067,4,3xXBsjrbG1xQIm1xv1cKOt,48
0.289,0.303,1,-12.032,1,0.0382,0.832,0.0,0.866,0.208,146.651,209493,1,0w4ZwKHHEkXtvHMNUjFPdB,9
0.352,0.469,7,-7.135,0,0.0351,0.862,8.07e-06,0.444,0.285,177.554,321693,4,3QZoCVtNq15Nj39I2CtLRz,35
0.627,0.572,5,-7.738,0,0.0373,0.568,1.52e-06,0.198,0.361,100.041,250173,4,5aFQU3VPCQ3YGfKBA4tLfj,82
0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,159480,4,0cOBMETjhxublnnwhbnzJO,5
0.618,0.659,0,-8.477,1,0.0504,0.12,0.0,0.454,0.334,120.089,149009,4,6Xgj8OiBPuuhXFoolw6sYi,42
0.765,0.762,11,-5.071,0,0.123,0.436,9.22e-05,0.104,0.449,114.987,153391,4,5LcgWxgMXVVR51N2XsLzH6,42
0.55,0.903,10,-2.766,1,0.065,0.207,0.0,0.28,0.714,155.021,226750,4,4pYiPE83vxadYsE1jcarIT,67
0.705,0.844,6,-7.028,0,0.0319,0.072,0.00099,0.375,0.964,154.979,215240,4,0mFyIzpoWj8R3bcrnpoB8n,34
0.736,0.82,0,-4.239,1,0.0336,0.672,0.0,0.261,0.837,140.021,224500,4,6rMvg6kDTe8GVnKLZgMfIB,78
0.579,0.821,10,-6.808,1,0.0409,0.157,0.0,0.0996,0.745,175.002,211750,4,06icM4RvxDTNHf0txA4AuW,43
0.603,0.782,10,-5.495,0,0.0791,0.499,0.0,0.129,0.861,172.996,222125,4,7v66vAS3Rl1mwTmVMRYaU7,64
0.695,0.845,6,-4.164,0,0.0722,0.54,0.0,0.114,0.975,165.021,221625,4,6bxHtSlqZ8YjGai4d1iYIv,64
0.804,0.743,4,-4.292,1,0.0344,0.164,0.00633,0.0696,0.94,100.005,253258,4,1v0gNJuiHAWhs8XZE7lBUw,75
0.639,0.848,8,-4.133,1,0.0485,0.0247,0.731,0.0535,0.969,79.986,247254,4,6BydwPpdcmhPmGJgJOskg4,83
0.589,0.655,6,-4.315,1,0.0374,0.225,0.0,0.113,0.672,160.023,299702,4,6uY0PjscB2oCZfOYM7G7su,54
0.666,0.742,8,-4.512,1,0.0374,0.0966,6.57e-06,0.22,0.957,170.01,252620,4,0OL5HxUb75j3bLX61VEN5M,8
0.7,0.594,5,-8.303,0,0.0667,0.024,3.74e-05,0.113,0.835,166.003,216747,4,5ZrXrkkvfC3yUiwabIAjxR,56
0.723,0.81,11,-3.983,0,0.0338,0.0337,0.00493,0.566,0.963,155.026,262279,4,6CTxqx9pxaoOxOYZSbsqDc,24
0.74,0.793,6,-6.348,1,0.0631,0.506,0.0,0.161,0.925,146.046,241500,4,2uNfMBnMcxmSPvmSzXAmlA,55
0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,209040,4,38wCbVfMreML5ZhF5iQuKA,9
0.431,0.743,0,-7.253,1,0.0254,0.135,6.21e-05,0.204,0.338,88.03,261360,4,1wTy1vx06bkJUvyOwbbPle,24
0.445,0.526,0,-8.649,1,0.0265,0.185,0.0,0.14,0.174,77.42,304880,4,0F1sjS4EhR1Rwiq4ir6mqZ,0
0.398,0.656,2,-7.511,1,0.0304,0.287,0.00013,0.0889,0.171,75.896,293587,4,6m5NAqFRi4GFyianMBbIOq,49
0.362,0.911,9,-5.966,1,0.049,0.0336,0.0,0.466,0.498,171.112,357267,4,3Z9PJ6xiEGmcqo2hESEB5n,10
0.067,0.941,5,-2.7,0,0.137,9.68e-05,0.000359,0.253,0.236,187.874,392307,4,62L8HlrCQLvBHKfpu8iqLa,46
0.392,0.428,4,-8.405,0,0.0246,0.52,7.8e-06,0.365,0.317,84.505,263747,4,0nufhlacuDxP6rNm6qLNrc,72
0.414,0.839,7,-4.321,1,0.0284,0.00194,0.0,0.163,0.631,158.389,294813,4,6fnzVPHWtCxm4lxLyn5p4Q,54
0.266,0.934,0,-2.28,0,0.0929,0.171,0.0223,0.288,0.07,110.268,327920,4,15J419FaKaBT7bYJmpLDpf,59
0.333,0.831,9,-3.15,1,0.051,0.134,0.000456,0.696,0.333,82.054,559200,4,7HUj2KB6hQCZgTPHFGAJ0c,27
0.361,0.905,9,-2.851,1,0.0405,5.86e-05,0.0094,0.089,0.635,103.997,283787,4,6dUfUi14QkuIpGA0GFFPyC,31
0.426,0.838,0,-4.38,1,0.0362,0.0532,3.02e-06,0.0829,0.182,81.089,288600,4,3MCuDi4gQrf7Xms8lTpTAx,16
0.38,0.572,2,-5.334,1,0.03,0.0768,2.4e-06,0.0776,0.0878,74.987,303133,4,5YciOakY5dB5dULkiLdCaf,0
0.191,0.829,9,-3.381,0,0.0447,2.72e-05,2.11e-05,0.362,0.191,116.007,276667,5,0nOF9ewQlwzVU0qKPR2DTq,47
0.294,0.825,2,-3.771,1,0.0404,0.465,0.0841,0.354,0.122,150.338,451320,4,1wo3UYTeizJHkwYIuLuBPF,27
0.214,0.828,7,-2.66,1,0.0383,0.0142,1.61e-06,0.161,0.388,169.876,356600,4,2gANywSFYF58YFMPdDSAjC,10
0.327,0.938,0,-3.237,1,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,289560,4,0UvCh63URrLFcPkKt99hHd,16
0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,258773,4,5qqabIl2vWzo9ApSC317sa,71
0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,3,7JIuqL4ZqkpfGKQhYlrirs,40
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,4,6SpLc7EXZIPpy0sVko0aoU,43
0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4,1j8z4TTjJ1YOdoFEDwJTQa,54
0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,1yjY7rpaAQvKwpdUliHx0d,76
0.452,0.814,1,-5.426,1,0.0732,0.0268,0.181,0.106,0.22,125.793,248560,4,64QAmEaxHtOeHKhtclxKic,38
0.413,0.933,7,-4.187,1,0.0757,0.00749,0.00383,0.374,0.424,133.95,169560,4,4yl4ccmecfajLN60DVhtUy,19
0.526,0.861,2,-6.151,1,0.085,0.000932,0.0,0.124,0.465,137.997,190587,4,4lPylLel6icAoTj9OWEZZF,37
0.354,0.894,1,-5.964,0,0.0962,1.39e-05,0.00141,0.159,0.293,152.025,194307,4,3SOUAgD70B82lpBVjgVGn9,2
0.695,0.873,11,-5.722,0,0.0392,0.00163,0.000198,0.154,0.799,110.021,208773,4,3mtD9289UiIcGWu6BOvS1t,21
0.6,0.625,6,-6.622,1,0.0339,0.0107,9.78e-06,0.158,0.705,119.829,189400,4,0v5G63D9IdPkGn4n4vlHUL,20
0.466,0.78,6,-4.055,1,0.0304,0.0331,0.000276,0.249,0.399,93.828,254333,4,520Bi0jqR3KCuK131O4GCl,48
0.566,0.194,6,-15.36,1,0.0322,0.768,0.0,0.155,0.457,126.599,175267,4,1Vm3cvChoBwuQD1jVem82e,11
0.294,0.936,11,-4.676,1,0.0424,0.000112,0.00121,0.301,0.583,186.141,203960,3,5tyHxEsVUFUsb1yzAObAxu,39
0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,305533,4,45F4sDuahUBzOFAYmfzU1t,0
0.682,0.816,5,-3.719,1,0.0791,0.0943,0.0,0.215,0.745,87.907,196093,4,3E14pb0zKtI9ugTGzWOOjU,57
0.536,0.932,8,-4.11,1,0.0436,0.00483,2.02e-05,0.105,0.755,121.004,159587,4,5XkVQZWvsVwedk0Jv54SVH,5
0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,258827,4,7vhhU4SsMDV8uSQlCxf1Lk,71
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4,3Pnhzf3Knhdsavx0VM2ZmG,22
0.473,0.789,7,-3.571,1,0.0316,0.000952,7.4e-05,0.34,0.626,95.981,226773,4,2HEEm4PvnDPlAHpf3h2Gnx,67
0.669,0.783,2,-12.302,1,0.0295,0.0475,0.0296,0.115,0.896,124.518,201693,4,0cs671lxX2eoDzr2KMuo3N,74
0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,236973,4,6mcxQ1Y3uQRU0IHsvdNLH1,58
0.427,0.337,5,-11.38,1,0.0324,0.0325,0.00215,0.0872,0.0849,114.075,266493,4,2nzlgHTbUDzuRtTFoX3qfJ,40
0.59,0.627,2,-7.36,1,0.0266,0.144,0.0267,0.21,0.341,100.981,244920,3,3sTRHEvG75RzNWeLiFSVW6,26
0.274,0.208,0,-13.772,1,0.036,0.919,0.453,0.093,0.116,123.891,291453,4,2vAD1q7XHnLLm139d6Ou8Y,49
0.281,0.213,9,-11.639,1,0.0308,0.369,0.286,0.148,0.0397,93.104,496453,4,4BiQ6LNpccpq64YKWJoeYe,27
0.483,0.156,6,-16.813,1,0.0347,0.764,0.000524,0.0947,0.214,110.423,280587,4,71KO2GXGPLbkS98yZSDABb,68
0.278,0.686,10,-8.731,0,0.034,7.37e-06,0.822,0.0939,0.334,91.852,223920,4,583InhqAFS5kMg3FNOBQI6,78
0.371,0.866,9,-7.426,1,0.039,5.91e-06,0.58,0.196,0.447,87.254,298253,4,0F2LiyHp9E0pAanpfnzHNp,54
0.432,0.415,2,-9.755,1,0.0357,0.00849,0.927,0.107,0.189,144.0,270400,4,3eMYc6FK9XvyauIaxcJtRS,14
0.457,0.825,8,-7.611,1,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,201173,4,3cahGAUUQ0n55EjLBs2Wjo,74
0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,196905,4,7A8caPxvrT8ZgLvQPPUCcj,30
0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,254627,4,7bu0znpSbTks0O6I98ij0W,48
0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467,4,6GtX0jaNL8IjVQfrDBx81z,71
0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4,5QLHGv0DfpeXLNFo7SFEy1,40
0.422,0.208,10,-15.886,1,0.0318,0.896,0.0265,0.192,0.354,111.549,190587,3,2dc1BYopTHgviDXawShfME,37
0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,5ihS6UUlyQAfmp48eSkxuQ,73
0.373,0.983,6,-1.557,1,0.0847,2.81e-05,1.1e-06,0.346,0.512,155.9,192707,4,3wrTj0t17v3mDTgiM6jIHj,2
0.535,0.3,9,-13.864,1,0.0422,0.846,2.85e-06,0.246,0.23,94.327,206459,4,4jTEA4IlVEIGXIWKGcmIcj,23
0.327,0.904,11,-3.3,0,0.0613,0.0109,0.000371,0.292,0.439,113.138,277000,4,40VBtCOWsb3CadLYsATgxP,47
0.307,0.784,5,-3.016,1,0.0586,0.00724,5.02e-06,0.464,0.434,151.708,212200,4,1Sj3uRl1BAiU6Flipr4ebr,18
0.359,0.664,2,-6.548,1,0.136,0.257,9.92e-05,0.188,0.307,64.616,354507,4,3QKCxyJA3ITuCAaxEhjAxt,10
0.596,0.727,6,-5.763,0,0.0405,0.00481,3.28e-05,0.0554,0.678,135.091,178813,4,0XPi8NgpZZ7YkivJjq0Nzt,50
0.614,0.368,9,-9.352,1,0.0272,0.361,6.58e-05,0.076,0.213,86.096,259133,4,3GuC0yIbStjQPAyv5DCjCW,71
0.42,0.69,0,-6.081,1,0.0341,0.434,4.75e-06,0.161,0.533,111.149,182387,4,59aBJF7Nh9dkYbXY7xHZFk,60
0.363,0.924,2,-4.181,1,0.0508,0.00995,0.000307,0.0136,0.692,152.51,160280,4,79hW2iblmoT71PtfEj40Rn,5
0.447,0.582,9,-6.44,1,0.0394,0.0811,5.49e-05,0.105,0.45,169.449,229840,4,39BYRAiJhO6fWPJTDYhMxm,33
0.219,0.765,7,-5.563,1,0.111,0.00738,0.00219,0.259,0.669,174.927,179960,4,38peLHRTxGZAd5TpEO3gB9,28
0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,203733,4,71D4LseR0RADPbyvMeTIHR,80
0.453,0.986,7,-5.768,1,0.119,0.387,0.0,0.422,0.455,166.594,198147,4,2AdRSHeYmDGMrgIfiS2w7K,30
0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,215760,4,1xaTREM89RbIxkcjlpf4Uw,76
0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,140507,4,64D3dzWyj0GpQT1AHx4kbK,25
0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,193320,4,2OErSh4oVVAUll0vHxdr6p,2
0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,408173,4,1YrnDTqvcnUKxAIeXyaEmU,46
0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920,4,1FvDJ9KGxcqwv1utyPL3JZ,51
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,244587,4,0WQiDwKJclirSYG9v5tayI,26
0.619,0.309,3,-15.098,0,0.0367,0.829,0.0,0.102,0.82,105.566,183493,4,2FeUZsmNGWc3No6v9GCdST,77
0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693,4,4dyx5SzxPPaD8xQIid5Wjj,47
0.605,0.564,3,-7.107,1,0.0353,0.493,0.0,0.475,0.513,120.008,169270,4,4kgOnLT1QUVNkKO9dGxrLP,19
0.535,0.905,2,-4.349,1,0.0779,0.00139,1.26e-05,0.0364,0.506,99.097,218494,4,7ek9bmxxwqJ25eUJPXO3jp,17
0.454,0.66,7,-6.028,1,0.0406,0.646,0.0,0.188,0.314,140.715,213627,4,3uoQIZiEENqa7yEObOSakx,62
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,5QldjuXcxplhjjUqLrzl6H,0
0.259,0.885,1,-10.467,1,0.0959,0.00031,6.03e-05,0.121,0.515,197.243,120867,4,1eJoCBrCzOd1XF24XZhuJU,12
0.465,0.794,7,-12.067,1,0.0311,0.000364,0.0,0.144,0.704,93.087,145027,4,1o0cObpbURSTFEoXSgmL6a,25
0.317,0.7,0,-11.784,1,0.0367,0.0929,3.2e-06,0.109,0.519,175.646,142333,4,7HHle8A6urSZT4RxkDQIiz,25
0.359,0.967,2,-3.134,1,0.111,0.000523,1.59e-05,0.185,0.518,182.86,199619,4,7JlcIAeVDKykP56emtGiHb,73
0.243,0.875,7,-8.541,1,0.0553,0.0011,0.0,0.354,0.739,193.965,134200,4,5EC1LGwsPHVXBcjlf3cHct,53
0.391,0.968,0,-6.324,1,0.0624,0.0102,7.01e-05,0.446,0.647,90.483,135133,4,5XXiK8GZjjmCHpBpUEm9z5,53
0.506,0.903,2,-8.898,1,0.0455,0.00169,0.0,0.336,0.781,117.229,120360,4,1MPEPvmX18S9MK4RlMKIst,12
0.408,0.941,6,-2.556,0,0.105,0.00456,0.0,0.315,0.789,145.408,55307,4,5xesgknt9epKNcaMq6irot,45
0.217,0.995,7,-3.02,1,0.191,0.00199,0.0,0.37,0.442,159.957,102293,4,318CznWjAUDlkYDHP2VYTQ,45
0.459,0.966,11,-3.678,0,0.0924,0.0207,0.0,0.215,0.729,147.624,106693,4,0gbrepTKKXEYFQJ6tNCbid,45
0.211,0.992,8,-2.618,1,0.157,0.000447,0.0,0.27,0.41,167.686,94947,4,68gC1z1Mp6VLjXP1yBPW1p,45
0.321,0.99,2,-2.461,1,0.194,0.00384,0.0,0.579,0.375,160.695,100693,4,2W852Ax2YYdzFMJVXaG45G,45
0.331,0.99,9,-3.27,1,0.146,0.0037,0.0,0.118,0.527,155.687,137840,4,0BlNkCzdgYi9eJXwnYUho9,53
0.479,0.922,9,-2.805,0,0.0345,0.00196,0.0,0.0594,0.825,126.549,165333,4,3Tb9jU3XYCrE4j6NMQE8qM,69
0.436,0.982,5,-2.255,0,0.178,0.00225,0.0,0.383,0.71,102.72,67787,3,60ar7cD1Tuj4VLfdHPx6Kb,45
0.409,0.994,11,-3.055,0,0.138,0.00197,0.0,0.144,0.491,157.381,82213,4,6UDJvfqJRrfiai13Nqvjar,45
0.319,0.995,0,-2.94,1,0.0848,0.000653,0.0,0.274,0.334,155.232,126520,4,71dRBSmaKMdaFZPeZlVzf5,12
0.294,0.988,1,-2.993,0,0.103,0.000794,0.0,0.113,0.383,151.426,135120,4,6H12nfM8hBufUCIkxLU6bF,53
0.238,0.972,4,-4.022,0,0.0904,0.00179,1.99e-06,0.39,0.411,166.385,47733,4,1zGQ3I71GgkwLytzEmi9Wa,45
0.352,0.988,10,-3.338,0,0.102,0.00227,0.0,0.292,0.502,150.534,128653,4,6zVRyd0ncNhuK2GjmKGKje,53
0.35,0.989,11,-2.582,0,0.172,0.000838,0.0,0.36,0.338,150.103,114720,4,2hEEQLmqYOdNTGaiu4wHbq,12
0.229,0.984,0,-3.43,1,0.0861,0.000725,0.0,0.208,0.589,159.257,118263,4,4a8rc4rcG8a8ND0AiJdexg,12
0.514,0.911,7,-4.595,1,0.0528,0.00191,4.78e-06,0.0736,0.848,139.971,201293,4,5KiS8SFnu21xI74mHgfZ3D,74
0.447,0.979,5,-3.742,1,0.0565,6.71e-05,0.0,0.316,0.633,133.685,169013,4,7C794YeXiiSdlvGLxgabkd,19
0.426,0.972,0,-5.122,1,0.0954,0.0017,0.0,0.171,0.341,111.221,165373,4,6WkSUgo1VdpzgtiXKlFPcY,69
0.55,0.918,9,-3.159,0,0.0682,0.00466,0.0,0.206,0.563,126.083,177827,4,1FMm3wG5WOhi7js35KR7Ea,50
0.419,0.53,0,-5.321,1,0.0305,0.0951,0.0,0.127,0.517,118.61,258493,4,1He1U9kotyNTN1xH4tr6GK,71
